happensAt(1512, 0).
happensAt(1160, 50).
happensAt(1725, 51).
happensAt(1537, 51).
happensAt(231, 52).
happensAt(1077, 52).
happensAt(1700, 53).
happensAt(1477, 53).
happensAt(1438, 54).
happensAt(1737, 54).
happensAt(548, 55).
happensAt(643, 55).
happensAt(310, 56).
happensAt(1351, 56).
happensAt(477, 57).
happensAt(937, 57).
happensAt(200, 58).
happensAt(811, 58).
happensAt(440, 59).
happensAt(581, 59).
happensAt(277, 60).
happensAt(272, 60).
happensAt(8, 61).
happensAt(988, 61).
happensAt(733, 62).
happensAt(1273, 62).
happensAt(872, 63).
happensAt(237, 63).
happensAt(519, 64).
happensAt(1994, 64).
happensAt(979, 65).
happensAt(149, 65).
happensAt(1093, 66).
happensAt(1932, 66).
happensAt(860, 67).
happensAt(557, 67).
happensAt(941, 68).
happensAt(166, 68).
happensAt(1450, 69).
happensAt(1079, 69).
happensAt(702, 70).
happensAt(752, 70).
happensAt(1987, 71).
happensAt(281, 71).
happensAt(946, 72).
happensAt(1580, 72).
happensAt(435, 73).
happensAt(975, 73).
happensAt(1363, 74).
happensAt(647, 74).
happensAt(1502, 75).
happensAt(855, 75).
happensAt(88, 76).
happensAt(1979, 76).
happensAt(668, 77).
happensAt(1099, 77).
happensAt(205, 78).
happensAt(1934, 78).
happensAt(515, 79).
happensAt(1812, 79).
happensAt(633, 80).
happensAt(914, 80).
happensAt(1920, 81).
happensAt(670, 81).
happensAt(1445, 82).
happensAt(1035, 82).
happensAt(787, 83).
happensAt(857, 83).
happensAt(1654, 84).
happensAt(843, 84).
happensAt(466, 85).
happensAt(1675, 85).
happensAt(1945, 86).
happensAt(26, 86).
happensAt(1517, 87).
happensAt(1260, 87).
happensAt(903, 88).
happensAt(27, 88).
happensAt(814, 89).
happensAt(1840, 89).
happensAt(1645, 90).
happensAt(1644, 90).
happensAt(234, 91).
happensAt(874, 91).
happensAt(1831, 92).
happensAt(1663, 92).
happensAt(859, 93).
happensAt(1226, 93).
happensAt(124, 94).
happensAt(442, 94).
happensAt(781, 95).
happensAt(1212, 95).
happensAt(716, 96).
happensAt(405, 96).
happensAt(394, 97).
happensAt(1431, 97).
happensAt(128, 98).
happensAt(1705, 98).
happensAt(1334, 99).
happensAt(314, 99).
happensAt(1387, 100).
happensAt(851, 100).
happensAt(978, 101).
happensAt(1814, 101).
happensAt(211, 102).
happensAt(1756, 102).
happensAt(246, 103).
happensAt(163, 103).
happensAt(1132, 104).
happensAt(1722, 104).
happensAt(1701, 105).
happensAt(53, 105).
happensAt(1200, 106).
happensAt(1233, 106).
happensAt(774, 107).
happensAt(661, 107).
happensAt(1699, 108).
happensAt(1234, 108).
happensAt(821, 109).
happensAt(131, 109).
happensAt(410, 110).
happensAt(1008, 110).
happensAt(1658, 111).
happensAt(1959, 111).
happensAt(416, 112).
happensAt(1924, 112).
happensAt(1369, 113).
happensAt(86, 113).
happensAt(1927, 114).
happensAt(254, 114).
happensAt(406, 115).
happensAt(715, 115).
happensAt(1649, 116).
happensAt(1661, 116).
happensAt(303, 117).
happensAt(1119, 117).
happensAt(1916, 118).
happensAt(1280, 118).
happensAt(161, 119).
happensAt(111, 119).
happensAt(1230, 120).
happensAt(1808, 120).
happensAt(1078, 121).
happensAt(692, 121).
happensAt(16, 122).
happensAt(1055, 122).
happensAt(667, 123).
happensAt(1006, 123).
happensAt(76, 124).
happensAt(1429, 124).
happensAt(317, 125).
happensAt(606, 125).
happensAt(1483, 126).
happensAt(697, 126).
happensAt(325, 127).
happensAt(1436, 127).
happensAt(1584, 128).
happensAt(127, 128).
happensAt(1876, 129).
happensAt(1634, 129).
happensAt(650, 130).
happensAt(1474, 130).
happensAt(1572, 131).
happensAt(1315, 131).
happensAt(938, 132).
happensAt(1470, 132).
happensAt(1837, 133).
happensAt(1158, 133).
happensAt(1839, 134).
happensAt(1150, 134).
happensAt(318, 135).
happensAt(402, 135).
happensAt(1423, 136).
happensAt(336, 136).
happensAt(1590, 137).
happensAt(164, 137).
happensAt(378, 138).
happensAt(20, 138).
happensAt(1952, 139).
happensAt(1172, 139).
happensAt(1904, 140).
happensAt(330, 140).
happensAt(1877, 141).
happensAt(135, 141).
happensAt(743, 142).
happensAt(842, 142).
happensAt(664, 143).
happensAt(945, 143).
happensAt(688, 144).
happensAt(1693, 144).
happensAt(187, 145).
happensAt(718, 145).
happensAt(114, 146).
happensAt(354, 146).
happensAt(1069, 147).
happensAt(926, 147).
happensAt(552, 148).
happensAt(746, 148).
happensAt(1096, 149).
happensAt(797, 149).
happensAt(993, 150).
happensAt(1341, 150).
happensAt(1602, 151).
happensAt(30, 151).
happensAt(1390, 152).
happensAt(89, 152).
happensAt(25, 153).
happensAt(98, 153).
happensAt(508, 154).
happensAt(329, 154).
happensAt(399, 155).
happensAt(1599, 155).
happensAt(351, 156).
happensAt(850, 156).
happensAt(1301, 157).
happensAt(1672, 157).
happensAt(538, 158).
happensAt(834, 158).
happensAt(453, 159).
happensAt(490, 159).
happensAt(530, 160).
happensAt(576, 160).
happensAt(1331, 161).
happensAt(1630, 161).
happensAt(1703, 162).
happensAt(742, 162).
happensAt(1816, 163).
happensAt(847, 163).
happensAt(1787, 164).
happensAt(1545, 164).
happensAt(108, 165).
happensAt(749, 165).
happensAt(666, 166).
happensAt(1651, 166).
happensAt(533, 167).
happensAt(1308, 167).
happensAt(952, 168).
happensAt(1121, 168).
happensAt(450, 169).
happensAt(1196, 169).
happensAt(844, 170).
happensAt(1631, 170).
happensAt(676, 171).
happensAt(695, 171).
happensAt(23, 172).
happensAt(569, 172).
happensAt(209, 173).
happensAt(541, 173).
happensAt(117, 174).
happensAt(1541, 174).
happensAt(1123, 175).
happensAt(115, 175).
happensAt(1548, 176).
happensAt(1744, 176).
happensAt(984, 177).
happensAt(372, 177).
happensAt(1879, 178).
happensAt(1312, 178).
happensAt(232, 179).
happensAt(1498, 179).
happensAt(1571, 180).
happensAt(546, 180).
happensAt(1238, 181).
happensAt(680, 181).
happensAt(152, 182).
happensAt(1765, 182).
happensAt(1969, 183).
happensAt(150, 183).
happensAt(189, 184).
happensAt(1320, 184).
happensAt(604, 185).
happensAt(867, 185).
happensAt(40, 186).
happensAt(613, 186).
happensAt(206, 187).
happensAt(438, 187).
happensAt(982, 188).
happensAt(50, 188).
happensAt(1405, 189).
happensAt(1460, 189).
happensAt(1346, 190).
happensAt(49, 190).
happensAt(1060, 191).
happensAt(1935, 191).
happensAt(358, 192).
happensAt(338, 192).
happensAt(454, 193).
happensAt(207, 193).
happensAt(1175, 194).
happensAt(1845, 194).
happensAt(63, 195).
happensAt(1030, 195).
happensAt(577, 196).
happensAt(808, 196).
happensAt(276, 197).
happensAt(987, 197).
happensAt(1033, 198).
happensAt(44, 198).
happensAt(1489, 199).
happensAt(1411, 199).
happensAt(476, 200).
happensAt(379, 200).
happensAt(1181, 201).
happensAt(291, 201).
happensAt(1046, 202).
happensAt(356, 202).
happensAt(1930, 203).
happensAt(1253, 203).
happensAt(1868, 204).
happensAt(700, 204).
happensAt(1000, 205).
happensAt(412, 205).
happensAt(662, 206).
happensAt(906, 206).
happensAt(213, 207).
happensAt(1271, 207).
happensAt(1211, 208).
happensAt(1461, 208).
happensAt(1095, 209).
happensAt(655, 209).
happensAt(818, 210).
happensAt(663, 210).
happensAt(375, 211).
happensAt(1829, 211).
happensAt(1165, 212).
happensAt(890, 212).
happensAt(959, 213).
happensAt(1883, 213).
happensAt(1822, 214).
happensAt(1073, 214).
happensAt(1742, 215).
happensAt(909, 215).
happensAt(429, 216).
happensAt(1171, 216).
happensAt(619, 217).
happensAt(1486, 217).
happensAt(1011, 218).
happensAt(1290, 218).
happensAt(1372, 219).
happensAt(1408, 219).
happensAt(1625, 220).
happensAt(894, 220).
happensAt(1597, 221).
happensAt(64, 221).
happensAt(1394, 222).
happensAt(896, 222).
happensAt(1766, 223).
happensAt(228, 223).
happensAt(1531, 224).
happensAt(1449, 224).
happensAt(949, 225).
happensAt(1261, 225).
happensAt(1496, 226).
happensAt(1704, 226).
happensAt(862, 227).
happensAt(215, 227).
happensAt(551, 228).
happensAt(1145, 228).
happensAt(1124, 229).
happensAt(1941, 229).
happensAt(1090, 230).
happensAt(789, 230).
happensAt(1753, 231).
happensAt(1836, 231).
happensAt(120, 232).
happensAt(1791, 232).
happensAt(917, 233).
happensAt(1762, 233).
happensAt(1796, 234).
happensAt(242, 234).
happensAt(698, 235).
happensAt(1967, 235).
happensAt(639, 236).
happensAt(1842, 236).
happensAt(1942, 237).
happensAt(1476, 237).
happensAt(472, 238).
happensAt(1764, 238).
happensAt(1774, 239).
happensAt(1809, 239).
happensAt(1052, 240).
happensAt(1511, 240).
happensAt(1660, 241).
happensAt(414, 241).
happensAt(67, 242).
happensAt(142, 242).
happensAt(1823, 243).
happensAt(1646, 243).
happensAt(1947, 244).
happensAt(217, 244).
happensAt(1807, 245).
happensAt(731, 245).
happensAt(1998, 246).
happensAt(875, 246).
happensAt(192, 247).
happensAt(549, 247).
happensAt(359, 248).
happensAt(363, 248).
happensAt(1679, 249).
happensAt(1583, 249).
happensAt(1624, 250).
happensAt(590, 250).
happensAt(1264, 251).
happensAt(1508, 251).
happensAt(1859, 252).
happensAt(1685, 252).
happensAt(489, 253).
happensAt(1176, 253).
happensAt(252, 254).
happensAt(677, 254).
happensAt(1243, 255).
happensAt(1992, 255).
happensAt(1754, 256).
happensAt(1576, 256).
happensAt(1140, 257).
happensAt(1870, 257).
happensAt(776, 258).
happensAt(1037, 258).
happensAt(1601, 259).
happensAt(198, 259).
happensAt(1727, 260).
happensAt(298, 260).
happensAt(492, 261).
happensAt(1098, 261).
happensAt(268, 262).
happensAt(561, 262).
happensAt(1268, 263).
happensAt(1440, 263).
happensAt(1479, 264).
happensAt(235, 264).
happensAt(1031, 265).
happensAt(327, 265).
happensAt(28, 266).
happensAt(564, 266).
happensAt(1478, 267).
happensAt(289, 267).
happensAt(1003, 268).
happensAt(1865, 268).
happensAt(159, 269).
happensAt(1922, 269).
happensAt(1053, 270).
happensAt(1938, 270).
happensAt(1609, 271).
happensAt(991, 271).
happensAt(95, 272).
happensAt(369, 272).
happensAt(347, 273).
happensAt(1094, 273).
happensAt(507, 274).
happensAt(1144, 274).
happensAt(535, 275).
happensAt(1295, 275).
happensAt(1137, 276).
happensAt(481, 276).
happensAt(451, 277).
happensAt(1533, 277).
happensAt(78, 278).
happensAt(1551, 278).
happensAt(1213, 279).
happensAt(967, 279).
happensAt(464, 280).
happensAt(1336, 280).
happensAt(873, 281).
happensAt(585, 281).
happensAt(1880, 282).
happensAt(1805, 282).
happensAt(849, 283).
happensAt(179, 283).
happensAt(714, 284).
happensAt(1473, 284).
happensAt(673, 285).
happensAt(1594, 285).
happensAt(553, 286).
happensAt(1151, 286).
happensAt(1017, 287).
happensAt(1241, 287).
happensAt(1155, 288).
happensAt(1613, 288).
happensAt(1085, 289).
happensAt(1581, 289).
happensAt(790, 290).
happensAt(645, 290).
happensAt(825, 291).
happensAt(1566, 291).
happensAt(833, 292).
happensAt(1215, 292).
happensAt(475, 293).
happensAt(1004, 293).
happensAt(830, 294).
happensAt(9, 294).
happensAt(1367, 295).
happensAt(1921, 295).
happensAt(1209, 296).
happensAt(341, 296).
happensAt(1255, 297).
happensAt(828, 297).
happensAt(339, 298).
happensAt(848, 298).
happensAt(1051, 299).
happensAt(1187, 299).
happensAt(807, 300).
happensAt(10, 300).
happensAt(34, 301).
happensAt(1863, 301).
happensAt(1174, 302).
happensAt(1529, 302).
happensAt(1923, 303).
happensAt(1448, 303).
happensAt(710, 304).
happensAt(60, 304).
happensAt(1734, 305).
happensAt(706, 305).
happensAt(957, 306).
happensAt(92, 306).
happensAt(1678, 307).
happensAt(1201, 307).
happensAt(870, 308).
happensAt(1108, 308).
happensAt(1048, 309).
happensAt(461, 309).
happensAt(871, 310).
happensAt(1885, 310).
happensAt(1640, 311).
happensAt(1862, 311).
happensAt(1152, 312).
happensAt(531, 312).
happensAt(1769, 313).
happensAt(500, 313).
happensAt(1397, 314).
happensAt(74, 314).
happensAt(1010, 315).
happensAt(1317, 315).
happensAt(997, 316).
happensAt(1778, 316).
happensAt(443, 317).
happensAt(1854, 317).
happensAt(657, 318).
happensAt(203, 318).
happensAt(891, 319).
happensAt(279, 319).
happensAt(1819, 320).
happensAt(1220, 320).
happensAt(24, 321).
happensAt(1068, 321).
happensAt(779, 322).
happensAt(1379, 322).
happensAt(1595, 323).
happensAt(540, 323).
happensAt(105, 324).
happensAt(1872, 324).
happensAt(1926, 325).
happensAt(373, 325).
happensAt(1724, 326).
happensAt(1628, 326).
happensAt(1578, 327).
happensAt(1677, 327).
happensAt(809, 328).
happensAt(1799, 328).
happensAt(1128, 329).
happensAt(1763, 329).
happensAt(965, 330).
happensAt(275, 330).
happensAt(1044, 331).
happensAt(433, 331).
happensAt(542, 332).
happensAt(1487, 332).
happensAt(398, 333).
happensAt(1692, 333).
happensAt(174, 334).
happensAt(452, 334).
happensAt(1501, 335).
happensAt(1843, 335).
happensAt(308, 336).
happensAt(1178, 336).
happensAt(713, 337).
happensAt(1698, 337).
happensAt(458, 338).
happensAt(297, 338).
happensAt(360, 339).
happensAt(878, 339).
happensAt(249, 340).
happensAt(1976, 340).
happensAt(1573, 341).
happensAt(425, 341).
happensAt(6, 342).
happensAt(998, 342).
happensAt(290, 343).
happensAt(479, 343).
happensAt(1717, 344).
happensAt(486, 344).
happensAt(1118, 345).
happensAt(1357, 345).
happensAt(588, 346).
happensAt(107, 346).
happensAt(1563, 347).
happensAt(1928, 347).
happensAt(248, 348).
happensAt(877, 348).
happensAt(1246, 349).
happensAt(983, 349).
happensAt(178, 350).
happensAt(1668, 350).
happensAt(1040, 351).
happensAt(895, 351).
happensAt(951, 352).
happensAt(1432, 352).
happensAt(201, 353).
happensAt(605, 353).
happensAt(169, 354).
happensAt(682, 354).
happensAt(1249, 355).
happensAt(1559, 355).
happensAt(1199, 356).
happensAt(1818, 356).
happensAt(747, 357).
happensAt(1248, 357).
happensAt(527, 358).
happensAt(729, 358).
happensAt(1107, 359).
happensAt(1198, 359).
happensAt(1385, 360).
happensAt(380, 360).
happensAt(1558, 361).
happensAt(1633, 361).
happensAt(1714, 362).
happensAt(1546, 362).
happensAt(1277, 363).
happensAt(1718, 363).
happensAt(582, 364).
happensAt(1097, 364).
happensAt(262, 365).
happensAt(856, 365).
happensAt(75, 366).
happensAt(1258, 366).
happensAt(1510, 367).
happensAt(1007, 367).
happensAt(1102, 368).
happensAt(717, 368).
happensAt(1712, 369).
happensAt(222, 369).
happensAt(1909, 370).
happensAt(675, 370).
happensAt(905, 371).
happensAt(413, 371).
happensAt(1798, 372).
happensAt(1604, 372).
happensAt(1711, 373).
happensAt(966, 373).
happensAt(156, 374).
happensAt(157, 374).
happensAt(326, 375).
happensAt(1565, 375).
happensAt(1682, 376).
happensAt(1348, 376).
happensAt(14, 377).
happensAt(1973, 377).
happensAt(357, 378).
happensAt(861, 378).
happensAt(989, 379).
happensAt(1554, 379).
happensAt(584, 380).
happensAt(250, 380).
happensAt(593, 381).
happensAt(804, 381).
happensAt(1709, 382).
happensAt(459, 382).
happensAt(1665, 383).
happensAt(760, 383).
happensAt(1029, 384).
happensAt(294, 384).
happensAt(1680, 385).
happensAt(12, 385).
happensAt(1797, 386).
happensAt(897, 386).
happensAt(1539, 387).
happensAt(1446, 387).
happensAt(208, 388).
happensAt(1378, 388).
happensAt(444, 389).
happensAt(61, 389).
happensAt(484, 390).
happensAt(1164, 390).
happensAt(51, 391).
happensAt(574, 391).
happensAt(1710, 392).
happensAt(495, 392).
happensAt(709, 393).
happensAt(1689, 393).
happensAt(1647, 394).
happensAt(1218, 394).
happensAt(1627, 395).
happensAt(1469, 395).
happensAt(1168, 396).
happensAt(1380, 396).
happensAt(1143, 397).
happensAt(2, 397).
happensAt(780, 398).
happensAt(1827, 398).
happensAt(732, 399).
happensAt(882, 399).
happensAt(253, 400).
happensAt(1275, 400).
happensAt(866, 401).
happensAt(292, 401).
happensAt(555, 402).
happensAt(136, 402).
happensAt(1287, 403).
happensAt(1050, 403).
happensAt(473, 404).
happensAt(321, 404).
